timestamp,date,activity
5/22/2003 19:25,5/22/2003,564
5/22/2003 19:26,5/22/2003,971
5/22/2003 19:27,5/22/2003,1463
5/22/2003 19:28,5/22/2003,1034
5/22/2003 19:29,5/22/2003,60
5/22/2003 19:30,5/22/2003,30
5/22/2003 19:31,5/22/2003,17
5/22/2003 19:32,5/22/2003,43
5/22/2003 19:33,5/22/2003,17
5/22/2003 19:34,5/22/2003,239
5/22/2003 19:35,5/22/2003,50
5/22/2003 19:36,5/22/2003,421
5/22/2003 19:37,5/22/2003,161
5/22/2003 19:38,5/22/2003,48
5/22/2003 19:39,5/22/2003,30
5/22/2003 19:40,5/22/2003,188
5/22/2003 19:41,5/22/2003,15
5/22/2003 19:42,5/22/2003,90
5/22/2003 19:43,5/22/2003,53
5/22/2003 19:44,5/22/2003,43
5/22/2003 19:45,5/22/2003,35
5/22/2003 19:46,5/22/2003,80
5/22/2003 19:47,5/22/2003,7
5/22/2003 19:48,5/22/2003,90
5/22/2003 19:49,5/22/2003,12
5/22/2003 19:50,5/22/2003,7
5/22/2003 19:51,5/22/2003,20
5/22/2003 19:52,5/22/2003,5
5/22/2003 19:53,5/22/2003,5
5/22/2003 19:54,5/22/2003,5
5/22/2003 19:55,5/22/2003,20
5/22/2003 19:56,5/22/2003,50
5/22/2003 19:57,5/22/2003,5
5/22/2003 19:58,5/22/2003,5
5/22/2003 19:59,5/22/2003,3
5/22/2003 20:00,5/22/2003,20
5/22/2003 20:01,5/22/2003,5
5/22/2003 20:02,5/22/2003,3
5/22/2003 20:03,5/22/2003,3
5/22/2003 20:04,5/22/2003,3
5/22/2003 20:05,5/22/2003,3
5/22/2003 20:06,5/22/2003,3
5/22/2003 20:07,5/22/2003,3
5/22/2003 20:08,5/22/2003,3
5/22/2003 20:09,5/22/2003,3
5/22/2003 20:10,5/22/2003,3
5/22/2003 20:11,5/22/2003,3
5/22/2003 20:12,5/22/2003,3
5/22/2003 20:13,5/22/2003,3
5/22/2003 20:14,5/22/2003,3
5/22/2003 20:15,5/22/2003,3
5/22/2003 20:16,5/22/2003,40
5/22/2003 20:17,5/22/2003,5
5/22/2003 20:18,5/22/2003,5
5/22/2003 20:19,5/22/2003,3
5/22/2003 20:20,5/22/2003,3
5/22/2003 20:21,5/22/2003,381
5/22/2003 20:22,5/22/2003,13
5/22/2003 20:23,5/22/2003,47
5/22/2003 20:24,5/22/2003,293
5/22/2003 20:25,5/22/2003,48
5/22/2003 20:26,5/22/2003,12
5/22/2003 20:27,5/22/2003,22
5/22/2003 20:28,5/22/2003,22
5/22/2003 20:29,5/22/2003,776
5/22/2003 20:30,5/22/2003,662
5/22/2003 20:31,5/22/2003,1332
5/22/2003 20:32,5/22/2003,1607
5/22/2003 20:33,5/22/2003,1375
5/22/2003 20:34,5/22/2003,1332
5/22/2003 20:35,5/22/2003,1102
5/22/2003 20:36,5/22/2003,801
5/22/2003 20:37,5/22/2003,1463
5/22/2003 20:38,5/22/2003,1174
5/22/2003 20:39,5/22/2003,1250
5/22/2003 20:40,5/22/2003,828
5/22/2003 20:41,5/22/2003,214
5/22/2003 20:42,5/22/2003,141
5/22/2003 20:43,5/22/2003,30
5/22/2003 20:44,5/22/2003,57
5/22/2003 20:45,5/22/2003,90
5/22/2003 20:46,5/22/2003,48
5/22/2003 20:47,5/22/2003,168
5/22/2003 20:48,5/22/2003,10
5/22/2003 20:49,5/22/2003,83
5/22/2003 20:50,5/22/2003,5
5/22/2003 20:51,5/22/2003,5
5/22/2003 20:52,5/22/2003,111
5/22/2003 20:53,5/22/2003,57
5/22/2003 20:54,5/22/2003,564
5/22/2003 20:55,5/22/2003,1942
5/22/2003 20:56,5/22/2003,1712
5/22/2003 20:57,5/22/2003,1034
5/22/2003 20:58,5/22/2003,582
5/22/2003 20:59,5/22/2003,1332
5/22/2003 21:00,5/22/2003,1509
5/22/2003 21:01,5/22/2003,1418
5/22/2003 21:02,5/22/2003,1607
5/22/2003 21:03,5/22/2003,1067
5/22/2003 21:04,5/22/2003,1034
5/22/2003 21:05,5/22/2003,801
5/22/2003 21:06,5/22/2003,1137
5/22/2003 21:07,5/22/2003,1418
5/22/2003 21:08,5/22/2003,911
5/22/2003 21:09,5/22/2003,728
5/22/2003 21:10,5/22/2003,1212
5/22/2003 21:11,5/22/2003,776
5/22/2003 21:12,5/22/2003,1290
5/22/2003 21:13,5/22/2003,1418
5/22/2003 21:14,5/22/2003,971
5/22/2003 21:15,5/22/2003,1418
5/22/2003 21:16,5/22/2003,1034
5/22/2003 21:17,5/22/2003,479
5/22/2003 21:18,5/22/2003,971
5/22/2003 21:19,5/22/2003,1034
5/22/2003 21:20,5/22/2003,1067
5/22/2003 21:21,5/22/2003,728
5/22/2003 21:22,5/22/2003,1102
5/22/2003 21:23,5/22/2003,1067
5/22/2003 21:24,5/22/2003,941
5/22/2003 21:25,5/22/2003,1212
5/22/2003 21:26,5/22/2003,1882
5/22/2003 21:27,5/22/2003,1418
5/22/2003 21:28,5/22/2003,1137
5/22/2003 21:29,5/22/2003,407
5/22/2003 21:30,5/22/2003,1002
5/22/2003 21:31,5/22/2003,883
5/22/2003 21:32,5/22/2003,801
5/22/2003 21:33,5/22/2003,1290
5/22/2003 21:34,5/22/2003,1824
5/22/2003 21:35,5/22/2003,883
5/22/2003 21:36,5/22/2003,1174
5/22/2003 21:37,5/22/2003,941
5/22/2003 21:38,5/22/2003,883
5/22/2003 21:39,5/22/2003,883
5/22/2003 21:40,5/22/2003,883
5/22/2003 21:41,5/22/2003,883
5/22/2003 21:42,5/22/2003,3002
5/22/2003 21:43,5/22/2003,1034
5/22/2003 21:44,5/22/2003,1712
5/22/2003 21:45,5/22/2003,2269
5/22/2003 21:46,5/22/2003,1250
5/22/2003 21:47,5/22/2003,1767
5/22/2003 21:48,5/22/2003,728
5/22/2003 21:49,5/22/2003,828
5/22/2003 21:50,5/22/2003,776
5/22/2003 21:51,5/22/2003,1002
5/22/2003 21:52,5/22/2003,941
5/22/2003 21:53,5/22/2003,1212
5/22/2003 21:54,5/22/2003,1034
5/22/2003 21:55,5/22/2003,1137
5/22/2003 21:56,5/22/2003,1332
5/22/2003 21:57,5/22/2003,1174
5/22/2003 21:58,5/22/2003,1137
5/22/2003 21:59,5/22/2003,971
5/22/2003 22:00,5/22/2003,776
5/22/2003 22:01,5/22/2003,854
5/22/2003 22:02,5/22/2003,751
5/22/2003 22:03,5/22/2003,941
5/22/2003 22:04,5/22/2003,1002
5/22/2003 22:05,5/22/2003,883
5/22/2003 22:06,5/22/2003,600
5/22/2003 22:07,5/22/2003,293
5/22/2003 22:08,5/22/2003,136
5/22/2003 22:09,5/22/2003,96
5/22/2003 22:10,5/22/2003,208
5/22/2003 22:11,5/22/2003,407
5/22/2003 22:12,5/22/2003,640
5/22/2003 22:13,5/22/2003,208
5/22/2003 22:14,5/22/2003,131
5/22/2003 22:15,5/22/2003,13
5/22/2003 22:16,5/22/2003,32
5/22/2003 22:17,5/22/2003,5
5/22/2003 22:18,5/22/2003,7
5/22/2003 22:19,5/22/2003,23
5/22/2003 22:20,5/22/2003,80
5/22/2003 22:21,5/22/2003,7
5/22/2003 22:22,5/22/2003,7
5/22/2003 22:23,5/22/2003,7
5/22/2003 22:24,5/22/2003,5
5/22/2003 22:25,5/22/2003,5
5/22/2003 22:26,5/22/2003,5
5/22/2003 22:27,5/22/2003,3
5/22/2003 22:28,5/22/2003,23
5/22/2003 22:29,5/22/2003,264
5/22/2003 22:30,5/22/2003,208
5/22/2003 22:31,5/22/2003,57
5/22/2003 22:32,5/22/2003,83
5/22/2003 22:33,5/22/2003,214
5/22/2003 22:34,5/22/2003,303
5/22/2003 22:35,5/22/2003,12
5/22/2003 22:36,5/22/2003,313
5/22/2003 22:37,5/22/2003,883
5/22/2003 22:38,5/22/2003,662
5/22/2003 22:39,5/22/2003,334
5/22/2003 22:40,5/22/2003,12
5/22/2003 22:41,5/22/2003,214
5/22/2003 22:42,5/22/2003,141
5/22/2003 22:43,5/22/2003,479
5/22/2003 22:44,5/22/2003,776
5/22/2003 22:45,5/22/2003,582
5/22/2003 22:46,5/22/2003,434
5/22/2003 22:47,5/22/2003,126
5/22/2003 22:48,5/22/2003,175
5/22/2003 22:49,5/22/2003,208
5/22/2003 22:50,5/22/2003,43
5/22/2003 22:51,5/22/2003,20
5/22/2003 22:52,5/22/2003,53
5/22/2003 22:53,5/22/2003,464
5/22/2003 22:54,5/22/2003,394
5/22/2003 22:55,5/22/2003,495
5/22/2003 22:56,5/22/2003,30
5/22/2003 22:57,5/22/2003,10
5/22/2003 22:58,5/22/2003,5
5/22/2003 22:59,5/22/2003,60
5/22/2003 23:00,5/22/2003,5
5/22/2003 23:01,5/22/2003,66
5/22/2003 23:02,5/22/2003,334
5/22/2003 23:03,5/22/2003,20
5/22/2003 23:04,5/22/2003,5
5/22/2003 23:05,5/22/2003,28
5/22/2003 23:06,5/22/2003,7
5/22/2003 23:07,5/22/2003,50
5/22/2003 23:08,5/22/2003,18
5/22/2003 23:09,5/22/2003,40
5/22/2003 23:10,5/22/2003,32
5/22/2003 23:11,5/22/2003,7
5/22/2003 23:12,5/22/2003,17
5/22/2003 23:13,5/22/2003,27
5/22/2003 23:14,5/22/2003,52
5/22/2003 23:15,5/22/2003,17
5/22/2003 23:16,5/22/2003,40
5/22/2003 23:17,5/22/2003,231
5/22/2003 23:18,5/22/2003,141
5/22/2003 23:19,5/22/2003,93
5/22/2003 23:20,5/22/2003,12
5/22/2003 23:21,5/22/2003,7
5/22/2003 23:22,5/22/2003,313
5/22/2003 23:23,5/22/2003,15
5/22/2003 23:24,5/22/2003,10
5/22/2003 23:25,5/22/2003,53
5/22/2003 23:26,5/22/2003,73
5/22/2003 23:27,5/22/2003,7
5/22/2003 23:28,5/22/2003,35
5/22/2003 23:29,5/22/2003,421
5/22/2003 23:30,5/22/2003,1137
5/22/2003 23:31,5/22/2003,1002
5/22/2003 23:32,5/22/2003,941
5/22/2003 23:33,5/22/2003,1607
5/22/2003 23:34,5/22/2003,1034
5/22/2003 23:35,5/22/2003,1290
5/22/2003 23:36,5/22/2003,1375
5/22/2003 23:37,5/22/2003,1212
5/22/2003 23:38,5/22/2003,1034
5/22/2003 23:39,5/22/2003,854
5/22/2003 23:40,5/22/2003,1174
5/22/2003 23:41,5/22/2003,801
5/22/2003 23:42,5/22/2003,1250
5/22/2003 23:43,5/22/2003,828
5/22/2003 23:44,5/22/2003,1290
5/22/2003 23:45,5/22/2003,801
5/22/2003 23:46,5/22/2003,971
5/22/2003 23:47,5/22/2003,283
5/22/2003 23:48,5/22/2003,57
5/22/2003 23:49,5/22/2003,45
5/22/2003 23:50,5/22/2003,25
5/22/2003 23:51,5/22/2003,728
5/22/2003 23:52,5/22/2003,1034
5/22/2003 23:53,5/22/2003,941
5/22/2003 23:54,5/22/2003,156
5/22/2003 23:55,5/22/2003,35
5/22/2003 23:56,5/22/2003,43
5/22/2003 23:57,5/22/2003,28
5/22/2003 23:58,5/22/2003,346
5/22/2003 23:59,5/22/2003,208
5/23/2003 0:00,5/23/2003,17
5/23/2003 0:01,5/23/2003,7
5/23/2003 0:02,5/23/2003,17
5/23/2003 0:03,5/23/2003,27
5/23/2003 0:04,5/23/2003,103
5/23/2003 0:05,5/23/2003,106
5/23/2003 0:06,5/23/2003,23
5/23/2003 0:07,5/23/2003,12
5/23/2003 0:08,5/23/2003,12
5/23/2003 0:09,5/23/2003,5
5/23/2003 0:10,5/23/2003,5
5/23/2003 0:11,5/23/2003,12
5/23/2003 0:12,5/23/2003,5
5/23/2003 0:13,5/23/2003,5
5/23/2003 0:14,5/23/2003,5
5/23/2003 0:15,5/23/2003,5
5/23/2003 0:16,5/23/2003,5
5/23/2003 0:17,5/23/2003,32
5/23/2003 0:18,5/23/2003,126
5/23/2003 0:19,5/23/2003,495
5/23/2003 0:20,5/23/2003,449
5/23/2003 0:21,5/23/2003,141
5/23/2003 0:22,5/23/2003,256
5/23/2003 0:23,5/23/2003,23
5/23/2003 0:24,5/23/2003,188
5/23/2003 0:25,5/23/2003,73
5/23/2003 0:26,5/23/2003,76
5/23/2003 0:27,5/23/2003,293
5/23/2003 0:28,5/23/2003,208
5/23/2003 0:29,5/23/2003,334
5/23/2003 0:30,5/23/2003,141
5/23/2003 0:31,5/23/2003,12
5/23/2003 0:32,5/23/2003,3
5/23/2003 0:33,5/23/2003,3
5/23/2003 0:34,5/23/2003,70
5/23/2003 0:35,5/23/2003,17
5/23/2003 0:36,5/23/2003,48
5/23/2003 0:37,5/23/2003,5
5/23/2003 0:38,5/23/2003,5
5/23/2003 0:39,5/23/2003,381
5/23/2003 0:40,5/23/2003,8
5/23/2003 0:41,5/23/2003,7
5/23/2003 0:42,5/23/2003,7
5/23/2003 0:43,5/23/2003,5
5/23/2003 0:44,5/23/2003,5
5/23/2003 0:45,5/23/2003,5
5/23/2003 0:46,5/23/2003,5
5/23/2003 0:47,5/23/2003,5
5/23/2003 0:48,5/23/2003,5
5/23/2003 0:49,5/23/2003,5
5/23/2003 0:50,5/23/2003,3
5/23/2003 0:51,5/23/2003,3
5/23/2003 0:52,5/23/2003,15
5/23/2003 0:53,5/23/2003,369
5/23/2003 0:54,5/23/2003,17
5/23/2003 0:55,5/23/2003,12
5/23/2003 0:56,5/23/2003,5
5/23/2003 0:57,5/23/2003,5
5/23/2003 0:58,5/23/2003,5
5/23/2003 0:59,5/23/2003,5
5/23/2003 1:00,5/23/2003,5
5/23/2003 1:01,5/23/2003,5
5/23/2003 1:02,5/23/2003,5
5/23/2003 1:03,5/23/2003,3
5/23/2003 1:04,5/23/2003,5
5/23/2003 1:05,5/23/2003,5
5/23/2003 1:06,5/23/2003,3
5/23/2003 1:07,5/23/2003,5
5/23/2003 1:08,5/23/2003,5
5/23/2003 1:09,5/23/2003,5
5/23/2003 1:10,5/23/2003,5
5/23/2003 1:11,5/23/2003,5
5/23/2003 1:12,5/23/2003,5
5/23/2003 1:13,5/23/2003,5
5/23/2003 1:14,5/23/2003,5
5/23/2003 1:15,5/23/2003,5
5/23/2003 1:16,5/23/2003,5
5/23/2003 1:17,5/23/2003,5
5/23/2003 1:18,5/23/2003,5
5/23/2003 1:19,5/23/2003,5
5/23/2003 1:20,5/23/2003,5
5/23/2003 1:21,5/23/2003,5
5/23/2003 1:22,5/23/2003,5
5/23/2003 1:23,5/23/2003,5
5/23/2003 1:24,5/23/2003,5
5/23/2003 1:25,5/23/2003,5
5/23/2003 1:26,5/23/2003,5
5/23/2003 1:27,5/23/2003,5
5/23/2003 1:28,5/23/2003,5
5/23/2003 1:29,5/23/2003,5
5/23/2003 1:30,5/23/2003,5
5/23/2003 1:31,5/23/2003,5
5/23/2003 1:32,5/23/2003,5
5/23/2003 1:33,5/23/2003,5
5/23/2003 1:34,5/23/2003,5
5/23/2003 1:35,5/23/2003,5
5/23/2003 1:36,5/23/2003,5
5/23/2003 1:37,5/23/2003,5
5/23/2003 1:38,5/23/2003,5
5/23/2003 1:39,5/23/2003,5
5/23/2003 1:40,5/23/2003,5
5/23/2003 1:41,5/23/2003,5
5/23/2003 1:42,5/23/2003,5
5/23/2003 1:43,5/23/2003,5
5/23/2003 1:44,5/23/2003,5
5/23/2003 1:45,5/23/2003,5
5/23/2003 1:46,5/23/2003,5
5/23/2003 1:47,5/23/2003,5
5/23/2003 1:48,5/23/2003,5
5/23/2003 1:49,5/23/2003,5
5/23/2003 1:50,5/23/2003,5
5/23/2003 1:51,5/23/2003,5
5/23/2003 1:52,5/23/2003,5
5/23/2003 1:53,5/23/2003,5
5/23/2003 1:54,5/23/2003,5
5/23/2003 1:55,5/23/2003,5
5/23/2003 1:56,5/23/2003,5
5/23/2003 1:57,5/23/2003,5
5/23/2003 1:58,5/23/2003,5
5/23/2003 1:59,5/23/2003,5
5/23/2003 2:00,5/23/2003,5
5/23/2003 2:01,5/23/2003,5
5/23/2003 2:02,5/23/2003,5
5/23/2003 2:03,5/23/2003,5
5/23/2003 2:04,5/23/2003,5
5/23/2003 2:05,5/23/2003,5
5/23/2003 2:06,5/23/2003,5
5/23/2003 2:07,5/23/2003,5
5/23/2003 2:08,5/23/2003,5
5/23/2003 2:09,5/23/2003,5
5/23/2003 2:10,5/23/2003,5
5/23/2003 2:11,5/23/2003,5
5/23/2003 2:12,5/23/2003,5
5/23/2003 2:13,5/23/2003,5
5/23/2003 2:14,5/23/2003,214
5/23/2003 2:15,5/23/2003,32
5/23/2003 2:16,5/23/2003,63
5/23/2003 2:17,5/23/2003,545
5/23/2003 2:18,5/23/2003,776
5/23/2003 2:19,5/23/2003,705
5/23/2003 2:20,5/23/2003,434
5/23/2003 2:21,5/23/2003,495
5/23/2003 2:22,5/23/2003,28
5/23/2003 2:23,5/23/2003,20
5/23/2003 2:24,5/23/2003,5
5/23/2003 2:25,5/23/2003,5
5/23/2003 2:26,5/23/2003,5
5/23/2003 2:27,5/23/2003,5
5/23/2003 2:28,5/23/2003,5
5/23/2003 2:29,5/23/2003,5
5/23/2003 2:30,5/23/2003,5
5/23/2003 2:31,5/23/2003,5
5/23/2003 2:32,5/23/2003,5
5/23/2003 2:33,5/23/2003,5
5/23/2003 2:34,5/23/2003,5
5/23/2003 2:35,5/23/2003,15
5/23/2003 2:36,5/23/2003,17
5/23/2003 2:37,5/23/2003,5
5/23/2003 2:38,5/23/2003,5
5/23/2003 2:39,5/23/2003,5
5/23/2003 2:40,5/23/2003,35
5/23/2003 2:41,5/23/2003,5
5/23/2003 2:42,5/23/2003,50
5/23/2003 2:43,5/23/2003,5
5/23/2003 2:44,5/23/2003,5
5/23/2003 2:45,5/23/2003,5
5/23/2003 2:46,5/23/2003,5
5/23/2003 2:47,5/23/2003,5
5/23/2003 2:48,5/23/2003,5
5/23/2003 2:49,5/23/2003,3
5/23/2003 2:50,5/23/2003,3
5/23/2003 2:51,5/23/2003,3
5/23/2003 2:52,5/23/2003,3
5/23/2003 2:53,5/23/2003,3
5/23/2003 2:54,5/23/2003,93
5/23/2003 2:55,5/23/2003,5
5/23/2003 2:56,5/23/2003,7
5/23/2003 2:57,5/23/2003,5
5/23/2003 2:58,5/23/2003,3
5/23/2003 2:59,5/23/2003,7
5/23/2003 3:00,5/23/2003,3
5/23/2003 3:01,5/23/2003,3
5/23/2003 3:02,5/23/2003,136
5/23/2003 3:03,5/23/2003,93
5/23/2003 3:04,5/23/2003,5
5/23/2003 3:05,5/23/2003,5
5/23/2003 3:06,5/23/2003,5
5/23/2003 3:07,5/23/2003,5
5/23/2003 3:08,5/23/2003,5
5/23/2003 3:09,5/23/2003,5
5/23/2003 3:10,5/23/2003,5
5/23/2003 3:11,5/23/2003,5
5/23/2003 3:12,5/23/2003,3
5/23/2003 3:13,5/23/2003,3
5/23/2003 3:14,5/23/2003,3
5/23/2003 3:15,5/23/2003,3
5/23/2003 3:16,5/23/2003,3
5/23/2003 3:17,5/23/2003,3
5/23/2003 3:18,5/23/2003,3
5/23/2003 3:19,5/23/2003,3
5/23/2003 3:20,5/23/2003,3
5/23/2003 3:21,5/23/2003,3
5/23/2003 3:22,5/23/2003,3
5/23/2003 3:23,5/23/2003,3
5/23/2003 3:24,5/23/2003,3
5/23/2003 3:25,5/23/2003,3
5/23/2003 3:26,5/23/2003,3
5/23/2003 3:27,5/23/2003,3
5/23/2003 3:28,5/23/2003,3
5/23/2003 3:29,5/23/2003,3
5/23/2003 3:30,5/23/2003,35
5/23/2003 3:31,5/23/2003,5
5/23/2003 3:32,5/23/2003,188
5/23/2003 3:33,5/23/2003,12
5/23/2003 3:34,5/23/2003,201
5/23/2003 3:35,5/23/2003,13
5/23/2003 3:36,5/23/2003,334
5/23/2003 3:37,5/23/2003,12
5/23/2003 3:38,5/23/2003,43
5/23/2003 3:39,5/23/2003,3
5/23/2003 3:40,5/23/2003,5
5/23/2003 3:41,5/23/2003,7
5/23/2003 3:42,5/23/2003,7
5/23/2003 3:43,5/23/2003,5
5/23/2003 3:44,5/23/2003,5
5/23/2003 3:45,5/23/2003,5
5/23/2003 3:46,5/23/2003,5
5/23/2003 3:47,5/23/2003,5
5/23/2003 3:48,5/23/2003,3
5/23/2003 3:49,5/23/2003,5
5/23/2003 3:50,5/23/2003,5
5/23/2003 3:51,5/23/2003,5
5/23/2003 3:52,5/23/2003,5
5/23/2003 3:53,5/23/2003,5
5/23/2003 3:54,5/23/2003,5
5/23/2003 3:55,5/23/2003,5
5/23/2003 3:56,5/23/2003,5
5/23/2003 3:57,5/23/2003,5
5/23/2003 3:58,5/23/2003,5
5/23/2003 3:59,5/23/2003,5
5/23/2003 4:00,5/23/2003,5
5/23/2003 4:01,5/23/2003,5
5/23/2003 4:02,5/23/2003,50
5/23/2003 4:03,5/23/2003,5
5/23/2003 4:04,5/23/2003,5
5/23/2003 4:05,5/23/2003,5
5/23/2003 4:06,5/23/2003,47
5/23/2003 4:07,5/23/2003,8
5/23/2003 4:08,5/23/2003,3
5/23/2003 4:09,5/23/2003,5
5/23/2003 4:10,5/23/2003,3
5/23/2003 4:11,5/23/2003,3
5/23/2003 4:12,5/23/2003,5
5/23/2003 4:13,5/23/2003,10
5/23/2003 4:14,5/23/2003,151
5/23/2003 4:15,5/23/2003,13
5/23/2003 4:16,5/23/2003,5
5/23/2003 4:17,5/23/2003,5
5/23/2003 4:18,5/23/2003,5
5/23/2003 4:19,5/23/2003,5
5/23/2003 4:20,5/23/2003,3
5/23/2003 4:21,5/23/2003,3
5/23/2003 4:22,5/23/2003,3
5/23/2003 4:23,5/23/2003,3
5/23/2003 4:24,5/23/2003,3
5/23/2003 4:25,5/23/2003,3
5/23/2003 4:26,5/23/2003,3
5/23/2003 4:27,5/23/2003,3
5/23/2003 4:28,5/23/2003,136
5/23/2003 4:29,5/23/2003,12
5/23/2003 4:30,5/23/2003,5
5/23/2003 4:31,5/23/2003,3
5/23/2003 4:32,5/23/2003,28
5/23/2003 4:33,5/23/2003,18
5/23/2003 4:34,5/23/2003,5
5/23/2003 4:35,5/23/2003,3
5/23/2003 4:36,5/23/2003,5
5/23/2003 4:37,5/23/2003,5
5/23/2003 4:38,5/23/2003,3
5/23/2003 4:39,5/23/2003,3
5/23/2003 4:40,5/23/2003,3
5/23/2003 4:41,5/23/2003,5
5/23/2003 4:42,5/23/2003,3
5/23/2003 4:43,5/23/2003,3
5/23/2003 4:44,5/23/2003,3
5/23/2003 4:45,5/23/2003,3
5/23/2003 4:46,5/23/2003,3
5/23/2003 4:47,5/23/2003,3
5/23/2003 4:48,5/23/2003,3
5/23/2003 4:49,5/23/2003,3
5/23/2003 4:50,5/23/2003,3
5/23/2003 4:51,5/23/2003,175
5/23/2003 4:52,5/23/2003,12
5/23/2003 4:53,5/23/2003,3
5/23/2003 4:54,5/23/2003,5
5/23/2003 4:55,5/23/2003,5
5/23/2003 4:56,5/23/2003,5
5/23/2003 4:57,5/23/2003,5
5/23/2003 4:58,5/23/2003,5
5/23/2003 4:59,5/23/2003,5
5/23/2003 5:00,5/23/2003,3
5/23/2003 5:01,5/23/2003,3
5/23/2003 5:02,5/23/2003,3
5/23/2003 5:03,5/23/2003,3
5/23/2003 5:04,5/23/2003,3
5/23/2003 5:05,5/23/2003,3
5/23/2003 5:06,5/23/2003,3
5/23/2003 5:07,5/23/2003,3
5/23/2003 5:08,5/23/2003,3
5/23/2003 5:09,5/23/2003,3
5/23/2003 5:10,5/23/2003,3
5/23/2003 5:11,5/23/2003,3
5/23/2003 5:12,5/23/2003,3
5/23/2003 5:13,5/23/2003,3
5/23/2003 5:14,5/23/2003,3
5/23/2003 5:15,5/23/2003,3
5/23/2003 5:16,5/23/2003,3
5/23/2003 5:17,5/23/2003,3
5/23/2003 5:18,5/23/2003,3
5/23/2003 5:19,5/23/2003,3
5/23/2003 5:20,5/23/2003,3
5/23/2003 5:21,5/23/2003,3
5/23/2003 5:22,5/23/2003,156
5/23/2003 5:23,5/23/2003,15
5/23/2003 5:24,5/23/2003,3
5/23/2003 5:25,5/23/2003,5
5/23/2003 5:26,5/23/2003,3
5/23/2003 5:27,5/23/2003,18
5/23/2003 5:28,5/23/2003,3
5/23/2003 5:29,5/23/2003,5
5/23/2003 5:30,5/23/2003,5
5/23/2003 5:31,5/23/2003,5
5/23/2003 5:32,5/23/2003,5
5/23/2003 5:33,5/23/2003,5
5/23/2003 5:34,5/23/2003,3
5/23/2003 5:35,5/23/2003,3
5/23/2003 5:36,5/23/2003,3
5/23/2003 5:37,5/23/2003,15
5/23/2003 5:38,5/23/2003,5
5/23/2003 5:39,5/23/2003,10
5/23/2003 5:40,5/23/2003,5
5/23/2003 5:41,5/23/2003,5
5/23/2003 5:42,5/23/2003,5
5/23/2003 5:43,5/23/2003,5
5/23/2003 5:44,5/23/2003,5
5/23/2003 5:45,5/23/2003,3
5/23/2003 5:46,5/23/2003,3
5/23/2003 5:47,5/23/2003,3
5/23/2003 5:48,5/23/2003,3
5/23/2003 5:49,5/23/2003,3
5/23/2003 5:50,5/23/2003,3
5/23/2003 5:51,5/23/2003,8
5/23/2003 5:52,5/23/2003,5
5/23/2003 5:53,5/23/2003,3
5/23/2003 5:54,5/23/2003,8
5/23/2003 5:55,5/23/2003,3
5/23/2003 5:56,5/23/2003,5
5/23/2003 5:57,5/23/2003,3
5/23/2003 5:58,5/23/2003,60
5/23/2003 5:59,5/23/2003,7
5/23/2003 6:00,5/23/2003,3
5/23/2003 6:01,5/23/2003,3
5/23/2003 6:02,5/23/2003,3
5/23/2003 6:03,5/23/2003,3
5/23/2003 6:04,5/23/2003,3
5/23/2003 6:05,5/23/2003,3
5/23/2003 6:06,5/23/2003,57
5/23/2003 6:07,5/23/2003,5
5/23/2003 6:08,5/23/2003,5
5/23/2003 6:09,5/23/2003,5
5/23/2003 6:10,5/23/2003,5
5/23/2003 6:11,5/23/2003,5
5/23/2003 6:12,5/23/2003,3
5/23/2003 6:13,5/23/2003,3
5/23/2003 6:14,5/23/2003,3
5/23/2003 6:15,5/23/2003,3
5/23/2003 6:16,5/23/2003,3
5/23/2003 6:17,5/23/2003,3
5/23/2003 6:18,5/23/2003,3
5/23/2003 6:19,5/23/2003,3
5/23/2003 6:20,5/23/2003,3
5/23/2003 6:21,5/23/2003,3
5/23/2003 6:22,5/23/2003,3
5/23/2003 6:23,5/23/2003,3
5/23/2003 6:24,5/23/2003,3
5/23/2003 6:25,5/23/2003,3
5/23/2003 6:26,5/23/2003,22
5/23/2003 6:27,5/23/2003,5
5/23/2003 6:28,5/23/2003,3
5/23/2003 6:29,5/23/2003,3
5/23/2003 6:30,5/23/2003,3
5/23/2003 6:31,5/23/2003,3
5/23/2003 6:32,5/23/2003,3
5/23/2003 6:33,5/23/2003,3
5/23/2003 6:34,5/23/2003,3
5/23/2003 6:35,5/23/2003,3
5/23/2003 6:36,5/23/2003,3
5/23/2003 6:37,5/23/2003,3
5/23/2003 6:38,5/23/2003,3
5/23/2003 6:39,5/23/2003,3
5/23/2003 6:40,5/23/2003,3
5/23/2003 6:41,5/23/2003,3
5/23/2003 6:42,5/23/2003,3
5/23/2003 6:43,5/23/2003,23
5/23/2003 6:44,5/23/2003,3
5/23/2003 6:45,5/23/2003,5
5/23/2003 6:46,5/23/2003,7
5/23/2003 6:47,5/23/2003,5
5/23/2003 6:48,5/23/2003,7
5/23/2003 6:49,5/23/2003,7
5/23/2003 6:50,5/23/2003,5
5/23/2003 6:51,5/23/2003,5
5/23/2003 6:52,5/23/2003,5
5/23/2003 6:53,5/23/2003,357
5/23/2003 6:54,5/23/2003,15
5/23/2003 6:55,5/23/2003,126
5/23/2003 6:56,5/23/2003,141
5/23/2003 6:57,5/23/2003,136
5/23/2003 6:58,5/23/2003,13
5/23/2003 6:59,5/23/2003,7
5/23/2003 7:00,5/23/2003,5
